ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
249647,Punjab,Amritsar,Locality_118,Apartment,3,2364,411.21,0.17,1996,Furnished,27,3,29,3,2,Medium,No,No,Pool,North,Builder,Ready_to_Move
148242,Tamil Nadu,Chennai,Locality_268,Villa,4,3943,267.25,0.07,1990,Semi-furnished,10,2,35,1,7,High,No,Yes,"Gym, Pool, Garden",West,Owner,Under_Construction
224549,Haryana,Faridabad,Locality_80,Apartment,4,2524,425.0,0.17,2014,Furnished,6,2,11,9,2,Medium,No,Yes,"Clubhouse, Garden, Gym, Playground, Pool",North,Broker,Ready_to_Move
26848,Kerala,Trivandrum,Locality_366,Villa,3,1441,281.14,0.2,2001,Semi-furnished,13,20,24,6,4,Medium,Yes,No,"Playground, Pool, Clubhouse, Garden, Gym",East,Broker,Ready_to_Move
78125,Haryana,Faridabad,Locality_355,Villa,5,4951,214.54,0.04,2010,Semi-furnished,8,26,15,8,1,Low,No,Yes,"Pool, Clubhouse, Garden",North,Builder,Under_Construction
195969,Uttarakhand,Haridwar,Locality_197,Villa,5,1903,123.85,0.07,2021,Semi-furnished,21,30,4,1,3,Low,No,Yes,"Clubhouse, Garden",East,Owner,Under_Construction
123644,Assam,Silchar,Locality_81,Independent House,3,1946,417.11,0.21,1998,Furnished,9,29,27,3,9,Medium,Yes,Yes,"Playground, Clubhouse, Gym",East,Broker,Ready_to_Move
43120,Madhya Pradesh,Bhopal,Locality_234,Villa,3,1456,373.89,0.26,1995,Unfurnished,27,11,30,6,8,Low,Yes,No,"Gym, Pool, Garden, Playground, Clubhouse",West,Broker,Ready_to_Move
1183,Jharkhand,Jamshedpur,Locality_461,Apartment,3,4137,470.48,0.11,2001,Furnished,13,13,24,8,7,Low,Yes,Yes,Pool,North,Broker,Under_Construction
122109,Delhi,Dwarka,Locality_167,Independent House,2,3897,394.73,0.1,2014,Furnished,3,2,11,7,2,Low,No,Yes,"Garden, Playground, Pool",East,Owner,Under_Construction
101803,Punjab,Ludhiana,Locality_155,Villa,1,2448,266.88,0.11,2005,Semi-furnished,25,21,20,5,2,Low,No,No,Pool,South,Owner,Ready_to_Move
171222,Rajasthan,Jodhpur,Locality_107,Independent House,2,1484,213.2,0.14,2017,Semi-furnished,6,25,8,6,7,Medium,No,No,"Pool, Clubhouse, Gym",South,Builder,Ready_to_Move
12315,Andhra Pradesh,Vijayawada,Locality_85,Apartment,5,1382,128.13,0.09,2021,Semi-furnished,30,8,4,9,5,Low,Yes,Yes,Gym,South,Owner,Under_Construction
128476,Bihar,Gaya,Locality_347,Villa,2,2052,474.79,0.23,2002,Semi-furnished,9,30,23,1,7,High,Yes,No,"Playground, Gym, Clubhouse",North,Owner,Ready_to_Move
137148,Andhra Pradesh,Vishakhapatnam,Locality_204,Apartment,1,4447,89.84,0.02,2000,Unfurnished,12,13,25,9,6,Medium,No,Yes,"Pool, Clubhouse, Playground",North,Owner,Under_Construction
24495,Delhi,New Delhi,Locality_496,Apartment,2,2098,435.89,0.21,2018,Unfurnished,14,6,7,3,4,High,No,Yes,"Playground, Garden",East,Builder,Under_Construction
128379,Rajasthan,Jaipur,Locality_398,Independent House,5,4236,294.85,0.07,1995,Semi-furnished,4,5,30,7,5,High,Yes,No,"Pool, Gym, Garden",South,Owner,Under_Construction
205184,Gujarat,Ahmedabad,Locality_258,Apartment,5,2220,26.28,0.01,1991,Semi-furnished,1,25,34,2,8,High,Yes,Yes,"Pool, Garden, Playground",South,Owner,Under_Construction
164306,Rajasthan,Jodhpur,Locality_411,Villa,3,3877,376.35,0.1,1998,Furnished,18,9,27,6,5,Low,Yes,Yes,"Gym, Clubhouse, Pool",North,Builder,Ready_to_Move
90391,Bihar,Gaya,Locality_155,Apartment,4,2158,462.79,0.21,2011,Furnished,26,17,14,1,7,High,Yes,Yes,"Gym, Clubhouse, Garden",North,Builder,Under_Construction
245328,Assam,Guwahati,Locality_421,Apartment,3,4755,312.4,0.07,2015,Unfurnished,17,23,10,9,5,High,Yes,No,"Playground, Clubhouse",North,Builder,Ready_to_Move
21454,Uttar Pradesh,Noida,Locality_497,Apartment,3,3498,437.65,0.13,2006,Unfurnished,29,1,19,7,7,Low,No,Yes,"Garden, Pool, Gym, Clubhouse, Playground",South,Owner,Under_Construction
240212,Punjab,Ludhiana,Locality_16,Villa,4,3409,379.59,0.11,1992,Furnished,9,24,33,3,10,High,No,No,"Playground, Garden, Clubhouse, Pool, Gym",West,Builder,Under_Construction
227525,Maharashtra,Nagpur,Locality_263,Independent House,4,2475,226.83,0.09,2016,Furnished,29,7,9,9,6,High,No,Yes,"Garden, Clubhouse, Pool",West,Broker,Under_Construction
102344,Tamil Nadu,Coimbatore,Locality_476,Apartment,1,1161,298.75,0.26,2003,Unfurnished,2,12,22,8,2,Low,No,Yes,"Garden, Playground, Pool, Clubhouse, Gym",West,Builder,Under_Construction
43534,Bihar,Gaya,Locality_233,Apartment,1,3527,365.56,0.1,1994,Unfurnished,15,7,31,5,2,Medium,Yes,Yes,Garden,East,Owner,Under_Construction
187111,Gujarat,Ahmedabad,Locality_341,Apartment,4,2176,419.17,0.19,2004,Unfurnished,12,4,21,9,3,Medium,No,No,"Clubhouse, Playground",East,Broker,Under_Construction
56475,Haryana,Gurgaon,Locality_276,Villa,4,4512,336.04,0.07,2007,Furnished,25,13,18,7,1,Medium,Yes,No,"Garden, Pool, Clubhouse, Gym, Playground",East,Builder,Ready_to_Move
97664,Odisha,Bhubaneswar,Locality_70,Apartment,3,3228,260.64,0.08,2013,Unfurnished,20,16,12,6,4,High,No,Yes,Clubhouse,South,Owner,Ready_to_Move
143695,Madhya Pradesh,Bhopal,Locality_386,Apartment,1,4157,293.91,0.07,2019,Furnished,4,23,6,3,8,Medium,Yes,No,Garden,East,Owner,Under_Construction
191231,Maharashtra,Pune,Locality_462,Apartment,5,1141,51.56,0.05,1997,Furnished,14,5,28,10,3,High,Yes,No,"Playground, Gym, Pool, Garden",East,Broker,Ready_to_Move
234327,Odisha,Bhubaneswar,Locality_174,Villa,5,3879,104.05,0.03,2012,Furnished,12,17,13,5,4,Medium,Yes,No,"Clubhouse, Playground, Pool",East,Owner,Ready_to_Move
210298,Andhra Pradesh,Vijayawada,Locality_70,Apartment,3,2329,463.45,0.2,2016,Unfurnished,0,1,9,10,7,Medium,No,No,Garden,East,Builder,Ready_to_Move
243449,Delhi,New Delhi,Locality_339,Apartment,3,3667,217.63,0.06,2023,Furnished,13,5,2,8,3,Medium,No,No,"Clubhouse, Pool, Gym, Playground",North,Owner,Ready_to_Move
87638,Bihar,Gaya,Locality_49,Independent House,5,3738,205.01,0.05,2012,Semi-furnished,13,17,13,7,9,High,Yes,No,"Playground, Clubhouse, Garden",East,Owner,Ready_to_Move
244791,Kerala,Trivandrum,Locality_358,Villa,1,2664,395.31,0.15,2002,Unfurnished,17,30,23,3,2,Medium,No,No,"Gym, Playground, Clubhouse, Pool",East,Owner,Under_Construction
153646,Haryana,Gurgaon,Locality_326,Apartment,1,4260,384.08,0.09,1992,Semi-furnished,27,7,33,2,4,Low,No,No,"Gym, Garden, Clubhouse",West,Owner,Ready_to_Move
124286,Uttar Pradesh,Lucknow,Locality_82,Independent House,3,1463,42.98,0.03,2010,Semi-furnished,26,27,15,4,4,Low,No,Yes,"Pool, Gym, Clubhouse, Playground",West,Broker,Under_Construction
153801,Andhra Pradesh,Vishakhapatnam,Locality_404,Independent House,4,2798,313.71,0.11,2009,Furnished,2,3,16,2,7,Low,Yes,No,Clubhouse,West,Builder,Ready_to_Move
225726,Rajasthan,Jodhpur,Locality_35,Apartment,3,2903,491.81,0.17,2001,Unfurnished,17,25,24,7,7,Low,Yes,Yes,Gym,West,Builder,Under_Construction
150803,Andhra Pradesh,Vijayawada,Locality_370,Apartment,2,869,309.58,0.36,2014,Semi-furnished,9,12,11,7,3,High,Yes,No,"Gym, Garden, Pool, Clubhouse",North,Owner,Ready_to_Move
199795,Kerala,Trivandrum,Locality_281,Villa,3,3746,287.63,0.08,2005,Furnished,8,28,20,6,5,Low,Yes,Yes,"Pool, Gym, Garden, Clubhouse",East,Owner,Ready_to_Move
71789,Maharashtra,Mumbai,Locality_407,Apartment,3,2151,112.12,0.05,2015,Unfurnished,4,25,10,6,7,Medium,No,No,"Gym, Playground, Pool, Garden",South,Owner,Ready_to_Move
190453,Jharkhand,Jamshedpur,Locality_416,Villa,5,2577,162.21,0.06,2006,Semi-furnished,18,7,19,1,5,Low,No,Yes,"Pool, Clubhouse, Garden, Playground",West,Owner,Ready_to_Move
130177,Gujarat,Ahmedabad,Locality_213,Villa,1,1929,281.63,0.15,2013,Unfurnished,4,22,12,5,6,High,Yes,No,Garden,West,Broker,Under_Construction
100457,Telangana,Hyderabad,Locality_352,Villa,3,3098,423.06,0.14,2015,Furnished,4,30,10,6,7,Low,Yes,Yes,Playground,East,Owner,Under_Construction
31979,Maharashtra,Mumbai,Locality_316,Villa,4,556,355.84,0.64,2019,Furnished,23,3,6,10,7,Medium,Yes,No,"Gym, Playground, Garden, Pool, Clubhouse",East,Broker,Under_Construction
84939,Jharkhand,Ranchi,Locality_276,Villa,1,2560,446.91,0.17,1990,Furnished,21,26,35,1,3,Low,No,Yes,"Gym, Playground, Clubhouse, Pool",North,Owner,Under_Construction
96377,Rajasthan,Jodhpur,Locality_340,Independent House,5,507,178.22,0.35,1997,Semi-furnished,23,1,28,6,4,High,Yes,No,"Gym, Clubhouse, Garden, Playground",East,Owner,Ready_to_Move
120408,Haryana,Gurgaon,Locality_28,Villa,3,2311,34.21,0.01,2009,Semi-furnished,25,27,16,5,4,Low,No,No,Playground,North,Broker,Under_Construction
50777,Kerala,Kochi,Locality_225,Independent House,3,1530,55.72,0.04,2023,Unfurnished,12,24,2,1,2,Low,No,Yes,"Pool, Garden, Clubhouse",East,Owner,Under_Construction
84308,Rajasthan,Jodhpur,Locality_22,Apartment,3,3810,87.07,0.02,1994,Furnished,2,17,31,6,9,Low,Yes,No,"Pool, Playground, Garden, Gym",East,Broker,Ready_to_Move
158205,Tamil Nadu,Coimbatore,Locality_240,Villa,4,2401,260.22,0.11,2005,Furnished,3,17,20,2,3,Low,Yes,Yes,"Playground, Pool, Garden, Gym, Clubhouse",East,Broker,Under_Construction
222675,West Bengal,Durgapur,Locality_253,Independent House,3,2967,477.19,0.16,2013,Semi-furnished,30,23,12,2,6,Low,No,No,"Pool, Gym, Playground",East,Owner,Under_Construction
234561,Delhi,New Delhi,Locality_355,Apartment,4,927,61.45,0.07,2020,Furnished,21,19,5,6,8,High,No,Yes,"Playground, Clubhouse, Pool",West,Broker,Ready_to_Move
191773,Andhra Pradesh,Vishakhapatnam,Locality_38,Independent House,5,4183,397.35,0.09,2010,Semi-furnished,23,10,15,6,9,High,Yes,Yes,Garden,South,Builder,Ready_to_Move
151972,Maharashtra,Pune,Locality_97,Apartment,4,4792,473.26,0.1,2010,Unfurnished,27,13,15,1,1,High,No,Yes,"Gym, Garden",East,Broker,Ready_to_Move
16076,Tamil Nadu,Chennai,Locality_405,Apartment,1,4442,351.11,0.08,2023,Semi-furnished,6,14,2,9,7,Low,No,Yes,"Playground, Pool, Clubhouse, Gym, Garden",East,Builder,Under_Construction
72881,Haryana,Faridabad,Locality_454,Villa,4,3296,426.84,0.13,2022,Unfurnished,30,25,3,7,5,Medium,Yes,Yes,"Garden, Playground, Pool, Gym",West,Broker,Ready_to_Move
56779,Rajasthan,Jaipur,Locality_429,Apartment,3,3427,450.96,0.13,2010,Unfurnished,22,20,15,10,3,High,Yes,No,"Gym, Garden, Clubhouse, Pool, Playground",North,Broker,Under_Construction
223073,Kerala,Trivandrum,Locality_449,Apartment,5,569,426.41,0.75,2002,Semi-furnished,10,21,23,5,1,High,No,No,"Gym, Garden, Clubhouse, Playground",South,Owner,Under_Construction
50583,Odisha,Cuttack,Locality_393,Independent House,1,2695,333.05,0.12,2006,Furnished,0,22,19,2,2,Low,Yes,No,"Gym, Playground, Garden",East,Broker,Under_Construction
197744,Punjab,Amritsar,Locality_299,Villa,1,2510,482.02,0.19,2018,Unfurnished,27,29,7,4,2,High,Yes,Yes,Pool,North,Broker,Under_Construction
25720,Gujarat,Ahmedabad,Locality_157,Villa,3,2780,309.62,0.11,2000,Furnished,3,27,25,6,8,Medium,No,Yes,"Garden, Pool, Clubhouse, Gym",East,Owner,Ready_to_Move
45213,Punjab,Ludhiana,Locality_315,Apartment,1,3194,172.18,0.05,2007,Unfurnished,15,25,18,6,2,Low,No,No,"Garden, Clubhouse, Playground, Pool, Gym",East,Builder,Under_Construction
23713,Uttarakhand,Haridwar,Locality_240,Apartment,4,4925,15.78,0.0,1994,Unfurnished,7,13,31,10,2,Low,No,Yes,"Garden, Playground, Clubhouse, Pool, Gym",East,Builder,Ready_to_Move
40208,Chhattisgarh,Bilaspur,Locality_211,Villa,5,1595,439.26,0.28,1995,Unfurnished,15,18,30,2,6,Low,Yes,No,"Pool, Clubhouse, Playground, Garden",West,Builder,Ready_to_Move
52822,Jharkhand,Jamshedpur,Locality_224,Apartment,1,1102,276.68,0.25,1990,Unfurnished,14,18,35,2,1,Low,No,Yes,"Clubhouse, Garden",East,Owner,Ready_to_Move
118002,Rajasthan,Jodhpur,Locality_484,Independent House,3,1047,126.69,0.12,2009,Furnished,7,9,16,5,4,Medium,Yes,No,"Pool, Clubhouse, Garden, Gym, Playground",West,Broker,Under_Construction
216923,Telangana,Hyderabad,Locality_126,Villa,5,1127,486.51,0.43,2007,Furnished,23,20,18,5,10,Low,Yes,No,"Clubhouse, Pool, Garden, Playground, Gym",North,Broker,Under_Construction
248420,Jharkhand,Jamshedpur,Locality_215,Villa,3,3071,120.19,0.04,2009,Furnished,2,11,16,2,4,High,Yes,No,"Gym, Clubhouse, Garden, Playground, Pool",South,Broker,Under_Construction
224725,Odisha,Cuttack,Locality_318,Apartment,4,4322,74.23,0.02,2009,Semi-furnished,14,27,16,5,1,Medium,Yes,Yes,"Playground, Garden, Gym, Clubhouse",South,Builder,Under_Construction
59770,Punjab,Amritsar,Locality_459,Villa,2,3638,421.96,0.12,2014,Semi-furnished,5,20,11,5,1,Low,Yes,No,"Playground, Clubhouse, Garden, Pool, Gym",East,Owner,Under_Construction
82490,Assam,Silchar,Locality_32,Villa,1,3271,294.02,0.09,2021,Furnished,27,26,4,10,2,High,No,No,"Playground, Pool, Garden, Gym, Clubhouse",East,Builder,Under_Construction
104612,Uttar Pradesh,Noida,Locality_392,Apartment,2,4966,189.25,0.04,1993,Unfurnished,17,1,32,6,3,Medium,Yes,Yes,"Pool, Garden, Playground, Clubhouse, Gym",West,Broker,Ready_to_Move
130163,Madhya Pradesh,Bhopal,Locality_487,Independent House,5,3795,221.34,0.06,2012,Furnished,18,8,13,5,4,High,No,No,"Playground, Pool, Clubhouse",West,Broker,Under_Construction
96883,West Bengal,Durgapur,Locality_291,Apartment,5,4597,262.86,0.06,1992,Furnished,7,23,33,8,10,Medium,Yes,Yes,"Clubhouse, Pool",South,Owner,Under_Construction
166922,Bihar,Patna,Locality_448,Apartment,2,3291,111.03,0.03,2014,Furnished,26,19,11,5,1,Low,No,Yes,"Garden, Playground, Pool",West,Broker,Ready_to_Move
15594,Haryana,Faridabad,Locality_367,Villa,5,2991,209.66,0.07,2004,Furnished,25,6,21,5,6,Low,No,Yes,"Playground, Gym, Pool, Clubhouse",West,Broker,Ready_to_Move
199336,Bihar,Patna,Locality_493,Independent House,1,4689,133.53,0.03,2004,Unfurnished,8,11,21,8,10,Medium,No,No,"Pool, Gym, Garden",West,Broker,Ready_to_Move
207431,Andhra Pradesh,Vijayawada,Locality_301,Villa,5,3408,154.65,0.05,2000,Furnished,29,3,25,4,4,High,No,Yes,"Clubhouse, Playground",West,Builder,Ready_to_Move
17991,Andhra Pradesh,Vishakhapatnam,Locality_230,Villa,1,4359,271.64,0.06,2019,Furnished,24,19,6,6,9,High,Yes,No,Garden,North,Owner,Ready_to_Move
135927,Haryana,Faridabad,Locality_194,Independent House,5,592,389.74,0.66,1991,Unfurnished,4,3,34,2,9,High,No,Yes,Clubhouse,North,Builder,Ready_to_Move
51619,Karnataka,Bangalore,Locality_445,Villa,4,1524,362.07,0.24,2012,Semi-furnished,23,8,13,1,9,High,No,Yes,"Playground, Pool, Clubhouse",East,Builder,Under_Construction
31292,Haryana,Faridabad,Locality_224,Apartment,1,3697,256.14,0.07,2013,Furnished,11,7,12,10,6,Medium,Yes,No,"Pool, Clubhouse",North,Owner,Ready_to_Move
157521,Delhi,New Delhi,Locality_357,Villa,4,2982,82.78,0.03,2018,Unfurnished,23,12,7,4,7,High,Yes,No,Pool,West,Broker,Under_Construction
195089,West Bengal,Kolkata,Locality_315,Villa,2,3860,310.77,0.08,2018,Unfurnished,16,30,7,8,6,Medium,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",North,Broker,Ready_to_Move
220152,Odisha,Cuttack,Locality_102,Apartment,5,2331,310.07,0.13,2010,Furnished,29,9,15,6,3,Low,Yes,No,"Playground, Pool, Garden",South,Builder,Ready_to_Move
131504,Telangana,Hyderabad,Locality_322,Villa,1,4440,338.7,0.08,2013,Semi-furnished,20,13,12,6,7,Medium,No,Yes,"Playground, Garden, Pool, Gym, Clubhouse",South,Broker,Ready_to_Move
120692,Madhya Pradesh,Indore,Locality_69,Villa,5,3086,239.4,0.08,1990,Unfurnished,7,4,35,4,6,Medium,No,No,"Playground, Garden, Clubhouse, Gym, Pool",East,Broker,Under_Construction
235371,Karnataka,Mysore,Locality_303,Independent House,2,2875,162.36,0.06,2021,Unfurnished,3,30,4,1,10,Medium,Yes,No,"Gym, Clubhouse, Playground, Pool",North,Builder,Ready_to_Move
143164,Karnataka,Mangalore,Locality_35,Apartment,3,927,485.87,0.52,2014,Semi-furnished,1,17,11,1,8,Low,No,Yes,"Pool, Playground",South,Broker,Under_Construction
243827,Haryana,Gurgaon,Locality_88,Apartment,3,1091,69.75,0.06,2011,Furnished,14,7,14,8,7,High,Yes,Yes,"Clubhouse, Gym, Pool, Playground",East,Broker,Under_Construction
148977,Chhattisgarh,Bilaspur,Locality_291,Villa,5,4922,25.83,0.01,2004,Unfurnished,12,3,21,3,6,Medium,No,Yes,"Garden, Clubhouse",North,Owner,Ready_to_Move
27877,Madhya Pradesh,Indore,Locality_151,Independent House,2,3931,151.5,0.04,1996,Furnished,15,11,29,4,9,Medium,Yes,No,"Playground, Clubhouse, Pool",North,Owner,Ready_to_Move
4606,Punjab,Amritsar,Locality_229,Apartment,5,4168,61.2,0.01,2010,Semi-furnished,6,29,15,4,2,Medium,No,Yes,Gym,North,Builder,Under_Construction
183668,Jharkhand,Ranchi,Locality_370,Independent House,5,4234,218.41,0.05,1999,Unfurnished,8,3,26,10,3,Medium,No,Yes,Playground,East,Owner,Ready_to_Move
179854,Tamil Nadu,Coimbatore,Locality_451,Villa,4,871,41.41,0.05,1994,Unfurnished,9,18,31,6,9,High,No,Yes,"Garden, Clubhouse, Gym, Playground, Pool",South,Broker,Ready_to_Move
68063,Punjab,Amritsar,Locality_8,Villa,2,2903,424.31,0.15,2006,Semi-furnished,25,10,19,1,9,High,No,Yes,"Playground, Clubhouse",West,Broker,Ready_to_Move
238428,Chhattisgarh,Bilaspur,Locality_88,Villa,3,2253,312.89,0.14,1996,Unfurnished,15,18,29,4,4,Medium,No,Yes,"Garden, Pool",East,Owner,Ready_to_Move
116340,Telangana,Hyderabad,Locality_192,Independent House,1,3295,77.88,0.02,2003,Unfurnished,8,12,22,6,9,High,No,Yes,"Playground, Pool, Garden, Clubhouse, Gym",West,Builder,Under_Construction
160249,Andhra Pradesh,Vijayawada,Locality_130,Independent House,4,3953,233.87,0.06,2005,Furnished,0,15,20,4,8,Low,Yes,Yes,Garden,South,Owner,Ready_to_Move
44709,Tamil Nadu,Chennai,Locality_187,Villa,1,4607,28.57,0.01,1996,Furnished,30,27,29,9,2,Medium,Yes,Yes,Garden,North,Owner,Under_Construction
148264,Tamil Nadu,Chennai,Locality_363,Apartment,1,2851,13.72,0.0,2022,Unfurnished,3,17,3,3,4,Medium,Yes,No,"Playground, Gym, Garden, Clubhouse",East,Broker,Under_Construction
114872,Maharashtra,Nagpur,Locality_305,Apartment,5,1291,369.09,0.29,2007,Furnished,4,28,18,4,4,Medium,No,Yes,"Clubhouse, Pool",North,Owner,Ready_to_Move
240451,Uttar Pradesh,Lucknow,Locality_96,Independent House,5,3242,59.36,0.02,2008,Furnished,27,7,17,10,1,High,Yes,Yes,"Gym, Garden, Pool, Playground",West,Broker,Under_Construction
131335,Assam,Guwahati,Locality_223,Independent House,4,2466,210.33,0.09,1992,Semi-furnished,10,26,33,4,3,High,No,No,"Playground, Garden, Pool",South,Broker,Under_Construction
168847,Gujarat,Ahmedabad,Locality_402,Villa,4,4605,47.53,0.01,2015,Semi-furnished,19,9,10,10,10,Medium,No,No,"Pool, Clubhouse, Garden, Gym, Playground",South,Owner,Ready_to_Move
78759,Assam,Guwahati,Locality_235,Independent House,5,4073,394.61,0.1,2014,Semi-furnished,28,5,11,8,2,Low,Yes,Yes,"Clubhouse, Gym, Pool, Garden",West,Builder,Ready_to_Move
108361,Andhra Pradesh,Vishakhapatnam,Locality_358,Villa,5,2732,407.62,0.15,1993,Unfurnished,14,28,32,6,7,Low,Yes,Yes,"Gym, Playground",East,Broker,Ready_to_Move
113831,Telangana,Hyderabad,Locality_127,Independent House,1,2062,325.63,0.16,2008,Semi-furnished,22,15,17,1,9,Low,Yes,Yes,"Pool, Playground, Clubhouse, Garden, Gym",East,Broker,Under_Construction
25044,Andhra Pradesh,Vijayawada,Locality_17,Villa,3,4853,50.11,0.01,1999,Unfurnished,13,28,26,3,2,Low,No,Yes,"Pool, Playground",North,Builder,Ready_to_Move
88527,Assam,Silchar,Locality_88,Apartment,3,2159,135.15,0.06,2021,Semi-furnished,11,14,4,3,9,Low,Yes,Yes,"Garden, Playground, Pool, Gym, Clubhouse",East,Broker,Ready_to_Move
181489,Madhya Pradesh,Indore,Locality_98,Apartment,3,1919,208.76,0.11,2010,Semi-furnished,17,15,15,9,9,High,Yes,Yes,"Clubhouse, Pool, Playground, Garden, Gym",West,Builder,Ready_to_Move
112369,Kerala,Trivandrum,Locality_293,Apartment,4,1196,157.52,0.13,2017,Furnished,16,13,8,2,6,Medium,Yes,Yes,Clubhouse,North,Builder,Under_Construction
130381,Gujarat,Surat,Locality_381,Apartment,3,1447,477.71,0.33,2014,Unfurnished,22,22,11,10,2,High,Yes,Yes,"Gym, Pool, Clubhouse, Playground, Garden",North,Broker,Under_Construction
161869,Uttar Pradesh,Noida,Locality_231,Villa,5,4248,418.02,0.1,2019,Semi-furnished,23,7,6,8,2,High,No,No,"Playground, Gym",South,Owner,Ready_to_Move
112249,Gujarat,Surat,Locality_392,Villa,5,850,40.8,0.05,2008,Furnished,0,9,17,6,7,High,No,No,"Garden, Clubhouse, Pool",West,Owner,Ready_to_Move
236642,Uttar Pradesh,Lucknow,Locality_6,Villa,3,3214,358.4,0.11,1993,Unfurnished,28,1,32,2,3,Low,No,Yes,"Gym, Playground, Garden, Pool",East,Builder,Ready_to_Move
39552,Punjab,Amritsar,Locality_442,Independent House,3,2498,211.57,0.08,2022,Semi-furnished,10,28,3,8,9,Low,No,Yes,"Clubhouse, Playground, Pool, Gym",West,Broker,Ready_to_Move
75658,Bihar,Gaya,Locality_480,Independent House,2,2711,85.29,0.03,2010,Furnished,9,10,15,2,8,Medium,Yes,No,"Gym, Playground, Pool, Garden",South,Owner,Ready_to_Move
143477,Punjab,Amritsar,Locality_218,Independent House,1,1134,408.52,0.36,2022,Furnished,5,12,3,5,9,Low,No,Yes,"Pool, Playground",West,Builder,Ready_to_Move
194577,Uttarakhand,Haridwar,Locality_63,Villa,3,1494,412.68,0.28,2012,Furnished,4,2,13,4,9,Medium,No,Yes,"Garden, Pool, Gym, Playground",East,Builder,Ready_to_Move
112680,Jharkhand,Ranchi,Locality_445,Apartment,3,1323,340.26,0.26,2008,Semi-furnished,20,10,17,5,7,High,Yes,Yes,"Garden, Pool, Clubhouse",West,Owner,Under_Construction
242570,Karnataka,Bangalore,Locality_469,Villa,2,648,154.33,0.24,2000,Unfurnished,8,16,25,6,5,Medium,No,Yes,"Playground, Gym, Pool",West,Owner,Under_Construction
241232,Assam,Silchar,Locality_250,Apartment,3,2233,360.27,0.16,1990,Semi-furnished,2,9,35,9,9,Medium,No,No,"Clubhouse, Garden, Gym, Playground, Pool",North,Builder,Under_Construction
182322,Kerala,Kochi,Locality_15,Villa,5,3515,14.62,0.0,1993,Semi-furnished,4,10,32,8,2,High,No,Yes,"Clubhouse, Gym, Pool",South,Builder,Under_Construction
45266,Odisha,Cuttack,Locality_57,Independent House,4,2108,228.72,0.11,1998,Unfurnished,18,28,27,6,8,Low,Yes,No,"Playground, Gym",North,Broker,Under_Construction
19320,Gujarat,Surat,Locality_68,Apartment,5,4999,206.6,0.04,2017,Semi-furnished,0,21,8,9,5,High,Yes,Yes,"Garden, Pool, Clubhouse, Gym, Playground",South,Broker,Ready_to_Move
133135,Maharashtra,Nagpur,Locality_341,Villa,5,3813,271.08,0.07,2000,Furnished,22,9,25,3,2,High,No,No,"Clubhouse, Pool, Gym",South,Builder,Under_Construction
74106,Assam,Guwahati,Locality_128,Apartment,2,2327,367.06,0.16,1992,Furnished,25,22,33,10,7,Low,Yes,No,"Garden, Playground, Clubhouse, Pool",East,Builder,Under_Construction
55921,Kerala,Trivandrum,Locality_357,Villa,3,3956,446.83,0.11,2018,Furnished,29,18,7,9,9,High,Yes,No,Pool,South,Broker,Under_Construction
44377,Kerala,Kochi,Locality_385,Independent House,2,2515,238.05,0.09,1992,Semi-furnished,16,20,33,4,3,Low,Yes,No,"Garden, Gym, Clubhouse",North,Builder,Ready_to_Move
60224,Jharkhand,Jamshedpur,Locality_320,Apartment,4,1668,494.01,0.3,1998,Furnished,26,12,27,10,5,Low,Yes,No,"Clubhouse, Garden",West,Owner,Under_Construction
30036,West Bengal,Kolkata,Locality_370,Villa,4,761,87.59,0.12,1994,Semi-furnished,13,18,31,3,10,Low,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",East,Owner,Under_Construction
112729,Delhi,New Delhi,Locality_419,Villa,5,960,86.63,0.09,1995,Unfurnished,10,14,30,3,2,High,Yes,Yes,Gym,North,Owner,Under_Construction
84441,Bihar,Patna,Locality_164,Apartment,1,3686,92.8,0.03,2003,Furnished,3,19,22,9,2,High,No,No,"Gym, Playground",East,Owner,Under_Construction
90014,Uttarakhand,Dehradun,Locality_36,Independent House,5,3346,161.79,0.05,2000,Unfurnished,8,22,25,5,4,Medium,Yes,Yes,Garden,East,Broker,Under_Construction
242449,Madhya Pradesh,Indore,Locality_451,Independent House,1,3930,226.74,0.06,2000,Semi-furnished,23,17,25,1,10,Medium,Yes,No,Playground,South,Broker,Ready_to_Move
246626,Odisha,Bhubaneswar,Locality_471,Apartment,5,4902,93.21,0.02,1990,Furnished,6,29,35,2,2,Low,Yes,Yes,"Garden, Playground, Pool",North,Broker,Under_Construction
36563,Telangana,Warangal,Locality_491,Apartment,4,864,78.68,0.09,2003,Semi-furnished,7,6,22,9,1,High,No,No,"Gym, Clubhouse, Garden, Pool",East,Owner,Under_Construction
30760,Chhattisgarh,Raipur,Locality_281,Independent House,4,3490,423.18,0.12,2006,Furnished,28,17,19,10,1,Low,No,No,"Playground, Garden",North,Builder,Ready_to_Move
